Transaction_ID,Customer_ID,Date,Amount,Product_Category
122,479,2023-07-06,497.52747679973794,Clothing
123,129,2024-03-23,141.32252794598497,Home & Garden
124,942,2023-06-27,425.27588871780586,Beauty
125,843,2023-07-07,298.46111815649664,Sports
126,149,2023-08-05,169.56021221857287,Beauty
127,237,2023-06-06,396.21570219772883,Home & Garden
128,30,2023-07-27,232.92083977152922,Electronics
129,603,2023-08-10,96.54627960894787,Home & Garden
130,162,2024-03-27,224.36185909463578,Sports
131,504,2023-08-03,404.888997810563,Electronics
132,354,2023-08-29,437.71730105058396,Sports
133,519,2024-01-24,342.29052899312273,Sports
134,188,2024-04-17,304.24071858341927,Sports
135,341,2023-07-16,187.2672929910046,Home & Garden
136,722,2023-05-31,381.6279571527052,Clothing
137,909,2023-09-18,466.7345608239627,Electronics
138,346,2023-12-13,422.91883089272466,Electronics
139,341,2023-05-30,415.5715098754868,Electronics
140,144,2023-06-02,22.806789234711793,Sports
141,623,2024-05-06,170.83124366795758,Clothing
142,615,2024-01-28,188.8244557246427,Beauty
143,792,2023-09-10,114.70792310576589,Beauty
144,205,2023-08-23,133.83900341933327,Electronics
145,435,2024-01-25,128.97021474050842,Clothing
146,416,2023-08-19,70.04559435643625,Electronics
147,74,2024-01-13,373.38646966375927,Electronics
148,73,2023-09-02,148.5760994659893,Beauty
149,884,2024-03-15,496.7235973618724,Clothing
150,111,2024-03-23,257.9509968433315,Sports
151,286,2024-04-06,482.5113992126554,Home & Garden
152,468,2023-06-07,282.5651671428156,Home & Garden
153,969,2023-12-18,60.9219210865015,Clothing
154,620,2023-09-16,414.97455453724257,Beauty
155,147,2023-09-14,350.86187566178563,Sports
156,109,2023-07-20,312.78072831359225,Sports
157,962,2023-10-18,452.73202239706444,Clothing
158,901,2023-09-09,140.7063824934548,Clothing
159,846,2024-04-16,349.7390995561917,Home & Garden
160,410,2023-08-29,165.92412686598752,Beauty
161,114,2024-03-06,463.50352879954556,Beauty
162,521,2023-06-10,225.90370093085986,Sports
163,224,2024-04-03,169.85725489559573,Electronics
164,177,2023-11-03,51.90646903555424,Clothing
165,145,2023-11-16,65.2356866468007,Clothing
166,454,2023-09-07,33.49380416379719,Electronics
167,348,2023-08-18,394.7519655254179,Home & Garden
168,411,2023-08-10,243.37031218574657,Electronics
169,712,2024-02-27,85.99809051662375,Electronics
170,535,2023-09-09,146.06327065416917,Clothing
171,728,2023-09-13,215.27267820604737,Beauty
172,27,2023-12-08,268.700855195023,Clothing
173,77,2023-07-10,353.0505558805099,Home & Garden
174,999,2024-04-06,35.37199067836894,Electronics
175,756,2024-05-08,64.58456679063856,Clothing
176,303,2024-02-03,31.275623449096603,Sports
177,275,2023-09-12,132.6535377350985,Home & Garden
178,577,2023-07-25,86.56301715000933,Sports
179,268,2024-05-18,348.70369697537456,Home & Garden
180,229,2024-02-12,157.8541589974323,Clothing
181,731,2023-07-15,131.6529389447144,Electronics
182,939,2023-12-25,407.80850672519125,Home & Garden
183,429,2023-09-06,127.01892641690212,Beauty
184,394,2023-11-04,233.57194679023073,Clothing
185,965,2023-11-17,402.0987757059897,Sports
186,291,2024-02-29,15.37684772525682,Beauty
187,170,2024-03-04,50.43904126713579,Clothing
188,361,2024-01-19,488.65625777357906,Electronics
189,676,2023-08-25,144.0935280160565,Home & Garden
190,878,2023-07-19,162.2221696476274,Clothing
191,729,2023-09-19,389.87228248529294,Beauty
192,723,2023-06-05,177.56678571061948,Electronics
193,172,2023-09-01,345.745094959283,Beauty
194,933,2023-09-25,144.01060990096303,Clothing
195,382,2024-02-13,186.67087838671833,Home & Garden
196,437,2023-07-24,176.26333937853744,Sports
197,460,2024-02-10,103.35936600339654,Home & Garden
198,762,2024-04-13,309.24090004834545,Electronics
199,395,2023-06-08,212.8144826717206,Beauty
200,408,2024-03-30,479.63414315404543,Sports
201,952,2023-06-05,318.2882869463614,Sports
202,351,2023-09-27,458.8754028844535,Sports
203,231,2023-12-26,426.392923124326,Electronics
204,86,2024-04-03,165.13445041093613,Beauty
205,800,2023-10-08,77.13740147356442,Beauty
206,980,2023-11-24,193.9077952706197,Home & Garden
207,183,2024-04-24,233.21267905207952,Clothing
208,279,2023-11-11,108.46653413544102,Clothing
209,372,2023-09-21,192.70481986554094,Sports
210,731,2024-01-19,243.8521400478118,Home & Garden
211,116,2023-10-24,19.18136540939694,Electronics
212,163,2023-12-22,370.26707487544957,Electronics
213,165,2023-07-31,245.72124980123016,Sports
214,762,2024-04-30,435.19099871346236,Beauty
215,834,2023-11-04,207.5139409540437,Beauty
216,888,2024-05-03,79.93712131398699,Sports
217,886,2023-09-01,416.5831493569269,Electronics
218,499,2024-03-19,497.241286938138,Beauty
219,256,2023-11-11,122.17887620843773,Clothing
220,662,2024-05-11,309.29352167940004,Clothing
221,430,2024-04-30,174.60161309674416,Clothing
222,553,2024-05-06,346.7837830545109,Clothing
223,461,2023-06-02,368.14666564869094,Electronics
224,586,2024-04-22,480.1269836419295,Electronics
225,339,2023-12-03,288.7852757801246,Sports
226,372,2024-01-17,53.19363182837538,Beauty
227,541,2024-05-17,98.05228761572403,Clothing
228,963,2024-01-24,436.8396061939345,Sports
229,370,2024-05-18,119.91889164386654,Electronics
230,650,2024-02-10,305.9054963107123,Clothing
231,93,2023-12-25,87.75671028077927,Home & Garden
232,823,2024-02-27,202.5159489093399,Home & Garden
233,13,2024-04-23,69.316523286293,Electronics
234,553,2023-07-28,300.69635570200916,Home & Garden
235,698,2024-05-21,412.7270396948995,Sports
236,501,2023-12-23,328.4456708941136,Electronics
237,525,2023-10-12,74.85023872352089,Home & Garden
238,291,2024-03-04,313.38860288126097,Clothing
239,862,2023-12-15,249.0367370516811,Beauty
240,839,2023-06-17,339.5173688265434,Sports
241,576,2023-07-18,339.60529339165856,Beauty
242,151,2024-05-21,405.6083891839406,Clothing
243,838,2024-02-02,204.66345429402506,Sports
244,10,2023-07-07,265.9150392661179,Electronics
245,367,2024-03-08,232.93903861491947,Home & Garden
246,526,2024-02-24,375.4507929812491,Electronics
247,306,2023-12-24,250.30132884204087,Home & Garden
248,800,2023-09-11,316.2580768323684,Sports
249,113,2024-02-14,172.06589972420838,Home & Garden
250,28,2023-09-14,250.99930389937143,Sports
251,547,2023-11-25,302.39525375573226,Sports
252,459,2023-10-19,375.49981443700705,Clothing
253,5,2023-09-11,273.9444274842759,Sports
254,742,2023-08-07,430.43822894144375,Clothing
255,705,2023-12-02,420.4211143926341,Beauty
256,605,2023-06-13,405.97155528040946,Home & Garden
257,857,2023-09-08,34.544092267325624,Clothing
258,952,2023-11-18,112.14865582574191,Clothing
259,979,2024-03-23,319.0574246937616,Electronics
260,289,2023-11-08,126.40469740747444,Sports
261,137,2024-05-02,372.05381458137737,Electronics
262,832,2024-04-20,228.31075364953637,Sports
263,460,2023-09-29,398.7329145270069,Clothing
264,993,2024-05-24,408.9110865197515,Sports
265,461,2024-01-08,379.2949226423723,Home & Garden
266,253,2023-06-19,378.2413066649337,Electronics
267,149,2023-08-21,202.43146094407837,Electronics
268,445,2024-02-09,122.26260274160796,Sports
269,694,2023-10-20,210.62039918478882,Home & Garden
270,147,2024-03-21,197.921010765926,Sports
271,170,2023-08-14,483.72722078972606,Electronics
272,245,2023-06-05,179.96431795673243,Sports
273,424,2023-10-08,442.1914798909062,Home & Garden
274,287,2024-05-07,460.68322504955427,Electronics
275,246,2024-01-28,196.08866751874945,Beauty
276,341,2023-07-02,184.6192675635342,Beauty
277,654,2023-07-28,385.1657352991366,Sports
278,139,2023-11-30,167.88173282543704,Sports
279,619,2023-06-29,97.80974010507046,Clothing
280,834,2023-07-27,260.990264876597,Sports
281,232,2023-12-26,313.30255743970474,Sports
282,750,2023-09-08,70.12706903063606,Sports
283,520,2023-06-11,420.12754447040544,Sports
284,916,2023-06-17,480.74167485390376,Sports
285,827,2024-01-18,413.7891304847803,Sports
286,419,2023-06-01,239.095076879199,Home & Garden
287,518,2023-09-10,467.0892190150285,Electronics
288,738,2023-10-24,402.8739718133199,Clothing
289,34,2024-05-25,388.6338585898896,Beauty
290,615,2024-05-22,409.51634212952183,Home & Garden
291,926,2024-01-06,43.69066484760357,Home & Garden
292,942,2024-03-02,202.19085748519325,Sports
293,919,2024-03-02,285.52483636488955,Beauty
294,971,2024-02-14,25.472903238701296,Sports
295,480,2023-10-20,414.57822552718966,Electronics
296,64,2024-03-20,214.80501361935006,Beauty
297,509,2023-12-18,183.39001946152277,Electronics
298,642,2023-05-31,350.4823208204257,Clothing
299,309,2024-03-24,405.63243512638314,Electronics
300,164,2024-03-07,38.67939371968791,Home & Garden
301,332,2024-02-11,161.75940556143613,Home & Garden
302,39,2023-12-04,145.27076904663534,Beauty
303,194,2023-08-23,34.55271185082263,Electronics
304,452,2023-11-05,195.3062811437429,Sports
305,558,2023-10-18,274.3201943809504,Electronics
306,683,2024-01-28,145.24158748052582,Beauty
307,7,2023-07-07,133.5182965640583,Clothing
308,138,2023-07-25,175.99363888820935,Sports
309,597,2023-06-17,54.247083612275915,Home & Garden
310,435,2023-05-28,37.76559614388097,Clothing
311,386,2023-11-03,227.237523102209,Sports
312,762,2024-03-25,319.79301937415875,Sports
313,560,2023-12-29,261.68428563836164,Sports
314,870,2024-03-22,485.1473392000658,Sports
315,555,2024-05-21,248.84136222509485,Sports
316,335,2024-01-30,459.80127132005606,Sports
317,457,2023-06-19,53.870082523142564,Beauty
318,728,2023-09-11,401.97858438831713,Clothing
319,144,2024-03-30,99.81774967337881,Beauty
320,647,2023-11-30,308.16851180361544,Home & Garden
321,115,2023-08-16,422.4905818324202,Beauty
322,720,2024-03-06,30.198839244870623,Beauty
323,583,2023-06-21,406.532344020572,Sports
324,25,2024-04-18,23.746440030517405,Electronics
325,225,2023-09-23,333.08920903394267,Electronics
326,302,2023-10-14,411.0746540116423,Home & Garden
327,660,2023-08-19,281.9943402344408,Electronics
328,655,2023-07-18,329.6738240088347,Beauty
329,600,2024-02-21,195.82827169646816,Clothing
330,133,2023-07-27,13.699300244297682,Home & Garden
331,532,2023-11-03,175.7641440432593,Home & Garden
332,376,2024-03-04,175.20997479782628,Electronics
333,378,2023-10-26,195.06365403311722,Beauty
334,13,2023-09-25,60.10542957196001,Home & Garden
335,767,2023-10-24,327.90444354985004,Sports
336,29,2024-04-01,487.49961660905836,Beauty
337,21,2023-12-22,46.97880179382031,Electronics
338,745,2024-03-05,428.00441163693483,Clothing
339,584,2024-04-01,102.83480705511428,Clothing
340,691,2024-04-04,371.9929318851999,Home & Garden
341,311,2024-05-13,337.4453394247349,Clothing
342,156,2023-06-21,189.81777389714077,Sports
343,854,2024-01-23,361.01550902516203,Clothing
344,581,2023-12-04,169.9416815805864,Sports
345,831,2023-12-26,64.72713721196985,Sports
346,672,2023-08-28,296.1998628321565,Beauty
347,425,2024-03-11,330.94848933687587,Clothing
348,708,2023-07-29,355.5463536940291,Sports
349,58,2023-09-15,116.55150647590499,Beauty
350,373,2023-12-27,304.4585836392043,Home & Garden
351,962,2024-01-30,364.89866552123016,Beauty
352,651,2024-01-21,363.6619605262114,Home & Garden
353,38,2023-11-06,361.6770915508957,Electronics
354,643,2023-09-24,300.46980255422454,Home & Garden
355,675,2023-10-20,80.71882254550356,Clothing
356,910,2024-04-05,413.9824031304583,Beauty
357,513,2024-01-12,273.8508463756749,Home & Garden
358,844,2024-04-30,492.4232637927827,Beauty
359,818,2024-03-30,67.23994408908905,Clothing
360,792,2023-10-30,82.53652635517417,Home & Garden
361,361,2023-11-25,56.74436477601714,Beauty
362,5,2023-05-28,137.7596089601453,Sports
363,349,2023-08-03,396.0233635326325,Clothing
364,115,2023-11-22,487.6927594147332,Beauty
365,96,2023-12-25,267.4874513144626,Home & Garden
366,696,2024-03-07,197.35455387834546,Clothing
367,875,2023-08-18,139.6719444092881,Clothing
368,200,2023-10-02,498.83933059420826,Beauty
369,578,2024-03-23,222.22420082526682,Beauty
370,736,2024-03-16,446.1547223756927,Home & Garden
371,399,2023-10-29,273.6930336214209,Home & Garden
372,275,2023-10-28,255.276603115835,Beauty
373,57,2023-06-16,27.53941987774227,Home & Garden
374,38,2023-08-05,425.2094249533606,Sports
375,258,2024-05-01,336.94534460015853,Beauty
376,738,2024-03-01,436.1417861166773,Beauty
377,209,2023-08-26,234.07296924536342,Clothing
378,759,2023-12-02,218.33137670644217,Electronics
379,536,2024-02-15,392.88330804864796,Clothing
380,502,2024-04-18,401.06474288383384,Electronics
381,439,2023-07-27,194.349917901744,Beauty
382,360,2024-04-23,490.7313520038183,Beauty
383,513,2023-11-17,97.56315378701069,Beauty
384,904,2023-07-05,455.06440324882897,Electronics
385,670,2024-01-05,281.88649487864984,Sports
386,398,2024-04-19,351.746207457492,Beauty
387,623,2024-03-16,240.39708809998695,Beauty
388,527,2024-01-29,186.46071427169835,Electronics
389,120,2023-12-03,477.9852015570949,Home & Garden
390,127,2023-11-23,363.0101113459335,Sports
391,740,2023-12-10,380.64897731835157,Electronics
392,717,2024-03-28,71.33653327230282,Beauty
393,234,2024-04-17,159.494087844411,Beauty
394,660,2024-05-10,161.46293266065516,Beauty
395,292,2023-08-07,314.7446660739553,Home & Garden
396,863,2024-04-18,483.4900298970065,Clothing
397,180,2023-08-04,83.57581119272194,Clothing
398,8,2024-02-08,386.3893408248638,Home & Garden
399,71,2024-04-23,340.8552961064015,Clothing
400,155,2023-05-28,383.834663963524,Clothing
401,992,2024-02-17,70.78087142727125,Sports
402,77,2023-09-17,289.16482278004025,Beauty
403,145,2023-08-03,135.55704058747926,Beauty
404,512,2023-10-11,27.023663029972134,Beauty
405,255,2023-10-03,122.84645606289847,Sports
406,146,2023-10-14,57.38496894640722,Home & Garden
407,9,2024-05-10,18.698549056388657,Beauty
408,951,2024-02-14,246.45477144843412,Electronics
409,739,2023-09-03,92.71169255293705,Clothing
410,755,2024-05-04,220.33737967209922,Clothing
411,143,2024-01-19,264.92606125107073,Sports
412,605,2023-07-29,145.57712527281683,Beauty
413,865,2024-05-13,168.21426775823767,Home & Garden
414,331,2023-06-16,472.04759368851387,Sports
415,603,2024-01-07,187.02636997756287,Clothing
416,564,2023-10-19,381.57502871171255,Clothing
417,716,2024-04-25,31.98074905276495,Electronics
418,464,2023-12-16,384.15623362611757,Clothing
419,576,2023-12-17,48.39771924157098,Sports
420,173,2024-01-16,162.3708991392979,Beauty
421,163,2023-10-10,357.2156580972295,Home & Garden
422,348,2023-11-05,124.5233231419856,Home & Garden
423,40,2023-08-30,164.59372040085003,Sports
424,751,2023-07-14,472.66233404081294,Clothing
425,988,2023-07-19,15.134296233629652,Home & Garden
426,108,2023-09-25,58.6148725608414,Sports
427,692,2024-04-21,289.45579709770436,Electronics
428,486,2023-05-27,241.57168552675174,Electronics
429,402,2023-08-16,76.40332639699812,Sports
430,954,2023-06-18,398.97598800140327,Sports
431,89,2023-09-25,69.48588928985421,Home & Garden
432,912,2023-05-30,106.98196011182357,Sports
433,222,2023-10-02,392.3329525652317,Electronics
434,353,2024-02-29,411.6239958102817,Sports
435,453,2023-10-26,208.58969602657498,Clothing
436,534,2023-10-25,109.45260842444617,Beauty
437,29,2023-07-16,462.80112635768353,Clothing
438,954,2024-01-21,266.39131574415325,Clothing
439,222,2024-02-06,325.89592446774185,Electronics
440,221,2023-06-23,196.21867686273058,Clothing
441,19,2024-02-28,70.35450526156168,Home & Garden
442,403,2024-04-22,388.31657030120334,Home & Garden
443,84,2024-02-15,235.22682257138277,Clothing
444,600,2023-06-21,359.5665602131978,Electronics
445,989,2024-04-08,321.16996320430604,Electronics
446,360,2024-03-29,198.73967162595434,Beauty
447,189,2024-05-01,330.1777943175454,Beauty
448,591,2023-07-16,462.9617396271735,Clothing
449,386,2023-11-01,263.0249306564393,Sports
450,519,2023-07-05,439.8693151634728,Home & Garden
451,598,2023-06-17,116.88000186231227,Clothing
452,647,2023-08-23,292.37904712742807,Beauty
453,991,2023-08-13,188.51684682126694,Beauty
454,249,2023-12-29,168.42210380836133,Electronics
455,816,2023-05-27,65.39123271405228,Sports
456,895,2023-10-11,22.501890990563517,Home & Garden
457,470,2024-03-08,473.2370953034092,Clothing
458,923,2024-01-17,132.61645223070286,Beauty
459,611,2024-03-31,272.0279185331817,Clothing
460,289,2023-08-11,255.6172355448332,Home & Garden
461,480,2024-02-23,473.5133157556949,Sports
462,891,2023-11-20,331.2844243564394,Beauty
463,913,2023-11-09,36.67245412216015,Electronics
464,416,2024-05-06,407.5517153932215,Clothing
465,59,2024-04-08,329.8375538517422,Beauty
466,683,2023-10-19,417.9889795270926,Electronics
467,803,2024-01-24,108.28119273219185,Clothing
468,117,2024-04-14,363.61532320404257,Home & Garden
469,216,2024-02-12,108.48017271780016,Clothing
470,429,2023-12-04,379.3240129063448,Beauty
471,917,2023-11-26,330.38717244514396,Home & Garden
472,338,2023-06-12,19.603572779089237,Clothing
473,309,2024-03-12,23.517003546560275,Electronics
474,954,2023-10-12,221.19599028039812,Sports
475,187,2024-05-19,426.2977425644344,Home & Garden
476,35,2023-12-10,385.0140778529779,Electronics
477,769,2023-09-17,372.56580288663025,Home & Garden
478,994,2024-03-07,70.23798613464837,Clothing
479,420,2023-10-06,349.7767381580895,Clothing
480,199,2024-04-06,181.33573840930202,Electronics
481,148,2023-11-19,156.04734495758413,Beauty
482,706,2023-08-19,80.88616523376467,Sports
483,993,2023-11-13,10.05254709721142,Beauty
484,851,2023-12-30,41.85943838226366,Sports
485,426,2023-09-20,156.8753306286511,Sports
486,157,2024-05-22,103.32529797915485,Sports
487,238,2024-01-26,400.12844726613116,Beauty
488,359,2023-08-26,178.67565960704442,Electronics
489,723,2024-03-19,280.7474241993183,Home & Garden
490,761,2023-06-05,480.23730745954293,Clothing
491,778,2024-03-06,98.90153262999583,Home & Garden
492,581,2024-05-12,376.42620009902674,Electronics
493,123,2023-07-20,166.55156896772428,Beauty
494,278,2023-12-28,401.59176053689305,Sports
495,902,2024-05-25,494.64567278630557,Beauty
496,105,2023-11-17,310.48875480069404,Electronics
497,895,2024-05-16,234.42866095603236,Sports
498,899,2024-04-16,13.87109362706017,Electronics
499,691,2023-10-17,268.4120691312515,Home & Garden
500,130,2023-11-09,491.8730032165624,Sports
501,713,2023-10-07,375.9673889428476,Beauty
502,705,2023-09-01,89.51824803107998,Clothing
503,282,2024-04-03,151.3528892433021,Clothing
504,434,2023-06-12,27.50074392561903,Beauty
505,24,2024-02-14,219.14833343593298,Home & Garden
506,284,2024-04-14,187.89820984797166,Home & Garden
507,879,2023-07-22,46.9571798005973,Clothing
508,109,2023-09-23,53.08628240923532,Sports
509,265,2023-10-30,259.82323493699545,Beauty
510,569,2024-02-13,209.6000314562381,Home & Garden
511,673,2024-01-06,133.43686558290347,Clothing
512,665,2024-04-16,287.7715703185167,Sports
513,652,2023-12-20,297.78350640835697,Home & Garden
514,421,2024-04-23,111.17610534964699,Electronics
515,963,2023-07-04,36.570199233394064,Sports
516,990,2023-11-01,499.84995793976753,Home & Garden
517,515,2023-06-15,197.15376376536656,Beauty
518,111,2023-09-23,57.95547380426443,Electronics
519,186,2024-02-10,373.9910847292105,Electronics
520,740,2024-04-14,172.0965289442818,Clothing
521,767,2023-06-01,495.0583960208289,Home & Garden
522,227,2023-10-06,366.0440550069883,Electronics
523,900,2023-09-25,492.6794179981018,Home & Garden
524,930,2023-10-21,416.7091822623052,Electronics
525,212,2023-09-15,206.3758898618397,Electronics
526,236,2023-11-16,152.7845356206885,Sports
527,499,2023-12-30,286.50960023538977,Electronics
528,624,2023-12-17,436.88657636267766,Sports
529,512,2024-05-23,330.7405285947157,Clothing
530,829,2023-12-31,177.0960945543789,Clothing
531,509,2024-04-04,142.89554306799457,Home & Garden
532,636,2023-08-02,444.89855307180375,Beauty
533,605,2023-12-16,317.3224190287911,Electronics
534,951,2023-09-14,158.2794903650292,Sports
535,414,2024-05-25,48.35898136398802,Home & Garden
536,899,2023-11-19,480.4836955235771,Sports
537,644,2023-11-27,383.3822377979796,Sports
538,89,2024-02-06,147.4941223059958,Sports
539,497,2023-07-22,446.88800816164405,Sports
540,48,2023-08-30,66.5755552772186,Clothing
541,794,2023-07-12,39.65415879196674,Sports
542,698,2023-08-18,60.50716179267788,Electronics
543,836,2024-02-01,376.34170962773953,Sports
544,577,2023-10-25,247.77080971798657,Clothing
545,774,2023-10-03,117.05935372484169,Home & Garden
546,833,2024-03-06,307.3309404185778,Sports
547,572,2023-11-21,410.2636765783951,Clothing
548,920,2023-05-31,44.81660451077733,Home & Garden
549,62,2024-02-09,175.07043139132224,Electronics
550,338,2024-01-13,67.46751586728116,Home & Garden
551,318,2024-02-22,457.5258097038594,Beauty
552,48,2024-02-05,204.55731438055315,Sports
553,559,2023-10-10,336.25419435155,Sports
554,656,2024-02-14,473.08607468354455,Sports
555,476,2024-03-02,438.85792899186816,Sports
556,690,2023-12-23,203.9593580956753,Home & Garden
557,788,2023-08-16,272.81077658930803,Sports
558,200,2024-02-24,464.98738830326056,Sports
559,966,2023-06-24,402.13745721310914,Electronics
560,821,2024-01-23,358.56159310360357,Electronics
561,373,2024-04-13,89.42160327518248,Sports
562,341,2024-04-19,413.8217881789263,Clothing
563,827,2024-01-19,112.21743032911048,Beauty
564,21,2023-09-17,121.13400256131752,Beauty
565,345,2024-01-30,497.18430570574975,Sports
566,542,2024-02-05,105.57083677226953,Clothing
567,742,2023-11-15,202.72202853760993,Home & Garden
568,517,2023-11-07,309.63944451072666,Beauty
569,27,2024-02-19,177.03138518984662,Clothing
570,820,2023-12-24,209.39057433944686,Clothing
571,970,2023-09-22,12.04391070380863,Home & Garden
572,609,2024-02-01,31.32217614642065,Clothing
573,847,2024-05-19,133.67417386070548,Clothing
574,254,2023-06-16,231.65701862009945,Electronics
575,819,2023-09-12,10.940901104655117,Home & Garden
576,814,2023-12-17,224.59712785217638,Electronics
577,757,2023-10-06,141.02910605671522,Sports
578,148,2024-01-03,389.32702484567744,Clothing
